team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
8	6	33	529	1221.446	1226.419	B	says	it's fine , okay so go to the little um thing here .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	530	1226.808	1227.302	A	says	what ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	531	1226.823	1228.800	B	says	not the i on the other side .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	532	1229.048	1229.962	A	says	the two ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	533	1230.981	1231.834	B	says	no this .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1231.640	1231.640	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1231.651	1231.651	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	534	1232.059	1232.688	B	says	this .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	535	1232.239	1232.913	A	says	what ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	536	1232.868	1234.650	B	says	the little cyclope thing .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	537	1235.292	1236.041	B	says	down here .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	538	1236.266	1237.464	B	says	do you see the i ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	539	1237.868	1238.288	B	says	the i ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	540	1238.345	1239.435	A	says	the i , okay .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1238.855	1238.855	R	shows	observe gesture	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1238.867	1238.867	R	says	so guys,..you have 5 more minutes to find the best solution. you can do it!	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	541	1239.127	1240.288	B	says	it's on the other side .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	542	1239.471	1247.329	R	says	guys , you have 5 more minutes to find the best solution , you can do it .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	543	1240.849	1242.586	A	says	other side ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	544	1243.554	1247.179	I	says	no you only see it in that view .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	545	1246.523	1247.557	A	says	um	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	546	1246.613	1247.377	B	says	only me ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	547	1249.085	1256.463	B	says	okay let's do this thing that we did , mount neuchatel to mount basel to mount zurich to mount gallen to mount davos .	[ADD(7, 0), ADD(2, 8), ADD(9, None)]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None))]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None))]
8	6	33	548	1254.066	1255.279	A	says	mount what , what ?	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None))]	[]
8	6	33	549	1255.689	1256.833	A	says	mount neuchatel ?	[ADD(7, None)]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[INSTRUCT_A(ADD(7, None))]
8	6	33	550	1256.523	1259.009	B	says	you know or circle kind of thing ?	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	551	1258.290	1259.084	A	says	yes .	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	552	1259.503	1260.761	B	says	and then	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	553	1259.698	1261.480	A	says	i think i'm gonna start differently .	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	-1	1260.574	1260.574	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	-1	1260.590	1260.590	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	554	1262.303	1262.857	A	says	look .	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	-1	1262.494	1262.494	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	555	1263.336	1264.340	A	says	i'm starting .	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(7, None))]	[]
8	6	33	-1	1264.442	1264.442	A	adds	Luzern-Zermatt (1-4)	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8))]	[DO_A(ADD(1, 4)), MISMATCH_A(INSTRUCT_B(ADD(9, None)))]
8	6	33	556	1267.500	1268.474	A	says	how much was that ?	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8))]	[]
8	6	33	557	1268.781	1269.380	B	says	it's 3 .	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8))]	[]
8	6	33	558	1270.983	1272.511	A	says	what about this , how much was it ?	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8))]	[]
8	6	33	-1	1273.168	1273.168	A	adds	Luzern-Davos (1-9)	[]	[INSTRUCT_B(ADD(5, 3)), INSTRUCT_B(ADD(7, 0))]	[DO_A(ADD(1, 9)), MISMATCH_A(INSTRUCT_B(ADD(2, 8)))]
8	6	34	559	1274.907	1275.986	B	says	it's okay , it's okay .	[]	[]	[]
8	6	34	560	1276.090	1277.950	A	says	we're already spending 6 .	[]	[]	[]
8	6	34	-1	1277.426	1277.426	B	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_B(ADD(4, 6)), NONMATCH_B(DO_B(ADD(4, 6)))]
8	6	34	-1	1280.557	1280.557	B	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_B(ADD(6, 7)), NONMATCH_B(DO_B(ADD(6, 7)))]
8	6	35	561	1282.324	1283.732	A	says	we already did , 8 ?	[]	[]	[]
8	6	35	562	1283.986	1285.709	A	says	i don't know how many we are spending .	[]	[]	[]
8	6	35	563	1286.877	1287.956	B	says	go to mount , okay .	[]	[]	[]
8	6	35	-1	1286.993	1286.993	A	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_A(ADD(5, 7)), NONMATCH_A(DO_A(ADD(5, 7)))]
8	6	35	564	1288.573	1289.636	B	says	go to mount basel .	[ADD(0, None)]	[INSTRUCT_B(ADD(0, None))]	[INSTRUCT_B(ADD(0, None))]
8	6	35	565	1290.041	1291.958	A	says	that's , it's expensive .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	6	35	566	1292.078	1293.081	B	says	just do it .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	6	35	567	1292.227	1293.336	A	says	you can't	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	6	35	568	1293.456	1296.272	A	says	you can't i can't because there's a mountain there so i'm going .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	6	35	569	1299.120	1300.273	A	says	so i'm going here .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	6	35	-1	1299.500	1299.500	A	adds	Interlaken-Bern (5-3)	[]	[]	[DO_A(ADD(5, 3)), MISMATCH_A(INSTRUCT_B(ADD(0, None)))]
8	6	36	-1	1301.825	1301.825	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0, 3)), NONMATCH_B(DO_B(ADD(0, 3)))]
8	6	36	-1	1302.950	1302.950	B	adds	Basel-Zurich (0-2)	[]	[]	[DO_B(ADD(0, 2)), NONMATCH_B(DO_B(ADD(0, 2)))]
8	6	37	570	1303.508	1306.519	A	says	it's expensive you just used 5 .	[]	[]	[]
8	6	37	571	1307.266	1309.049	B	says	go , to mount gallen .	[ADD(8, None)]	[INSTRUCT_B(ADD(8, None))]	[INSTRUCT_B(ADD(8, None))]
8	6	37	-1	1309.550	1309.550	A	adds	Zurich-Gallen (2-8)	[]	[]	[DO_A(ADD(2, 8)), MATCH_A(INSTRUCT_B(ADD(8, None)))]
8	6	37	572	1310.052	1311.355	A	says	and i think we're done .	[]	[]	[]
8	6	37	573	1312.300	1312.618	B	says	go .	[]	[]	[]
8	6	37	574	1312.644	1314.321	A	says	i think we have more .	[]	[]	[]
8	6	37	575	1313.977	1314.471	B	says	wait !	[]	[]	[]
8	6	37	-1	1314.011	1314.011	A	presses	submit (enabled)	[]	[]	[]
8	6	37	-1	1315.041	1315.041	B	presses	submit (enabled)	[]	[]	[]
8	6	37	-1	1315.072	1315.072	T	submits	cost=28 (opt_cost=22)	[]	[]	[]
8	6	37	576	1315.263	1315.997	A	says	we're done .	[]	[]	[]
8	6	37	-1	1315.546	1315.546	R	shows	talking emotion	[]	[]	[]
8	6	37	-1	1315.575	1315.575	R	shows	up_left gesture	[]	[]	[]
8	6	37	-1	1315.789	1315.789	R	says	you are not that far from the minimum; the difference is only 6 francs. i am sure you can do it.	[]	[]	[]
8	7	37	577	1316.192	1324.471	R	says	you are not that far from the minimum the difference is only 6 francs i am sure you can do it .	[]	[]	[]
8	7	37	-1	1323.408	1323.408	B	presses	compare (enabled)	[]	[]	[]
8	7	37	578	1324.413	1326.539	A	says	can i show you how to do it ?	[]	[]	[]
8	7	37	579	1325.131	1326.524	B	says	oh , i know !	[]	[]	[]
8	7	37	-1	1325.875	1325.875	B	presses	compare (enabled)	[]	[]	[]
8	7	37	-1	1327.241	1327.241	B	presses	compare (enabled)	[]	[]	[]
8	7	37	580	1327.648	1327.947	B	says	wait .	[]	[]	[]
8	7	37	581	1330.732	1335.420	B	says	27 29 30 31 32 33 34 .	[]	[]	[]
8	7	37	582	1335.761	1339.118	A	says	what if we start in the middle and then go around it ?	[]	[]	[]
8	7	37	583	1340.010	1340.281	B	says	wait .	[]	[]	[]
8	7	37	584	1343.477	1344.420	B	says	34 .	[]	[]	[]
8	7	37	585	1344.688	1346.321	B	says	the minimum is 34 .	[]	[]	[]
8	7	37	586	1348.268	1350.140	B	says	see we have to spend okay .	[]	[]	[]
8	7	37	587	1350.185	1353.479	B	says	so do the circle , okay but do the circle , go .	[]	[]	[]
8	7	37	588	1353.389	1354.498	A	says	okay um .	[]	[]	[]
8	7	37	589	1354.827	1357.583	B	says	mount , neuchatel , okay , over there .	[ADD(7, None)]	[INSTRUCT_B(ADD(7, None))]	[INSTRUCT_B(ADD(7, None))]
8	7	37	-1	1355.997	1355.997	A	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_A(ADD(4, 6)), MISMATCH_A(INSTRUCT_B(ADD(7, None)))]
8	7	37	590	1358.305	1360.312	B	says	then you have to make an	[]	[]	[]
8	7	37	591	1360.477	1361.433	B	says	okay , go .	[]	[]	[]
8	7	37	592	1361.990	1363.533	B	says	to mount davos go to mount davos .	[ADD(9, None)]	[INSTRUCT_B(ADD(9, None))]	[INSTRUCT_B(ADD(9, None))]
8	7	37	593	1364.370	1365.313	B	says	go to mount davos	[ADD(9, None)]	[INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(9, None))]	[INSTRUCT_B(ADD(9, None))]
8	7	37	594	1365.388	1368.039	A	says	what mount davos where is that oh okay .	[ADD(9, None)]	[INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(9, None))]	[INSTRUCT_A(ADD(9, None))]
8	7	37	595	1368.249	1368.833	B	says	come on .	[]	[INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(9, None)), INSTRUCT_A(ADD(9, None))]	[]
8	7	37	-1	1369.078	1369.078	A	adds	Zermatt-Davos (4-9)	[]	[]	[DO_A(ADD(4, 9)), MATCH_A(INSTRUCT_B(ADD(9, None)))]
8	7	38	596	1370.748	1372.051	B	says	then i got to go here .	[]	[]	[]
8	7	38	-1	1371.241	1371.241	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8, 9)), NONMATCH_B(DO_B(ADD(8, 9)))]
8	7	38	597	1372.231	1373.100	B	says	and then there .	[]	[]	[]
8	7	38	-1	1372.633	1372.633	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2, 8)), NONMATCH_B(DO_B(ADD(2, 8)))]
8	7	39	598	1373.175	1373.834	A	says	sure .	[]	[]	[]
8	7	39	599	1374.133	1374.957	B	says	and then go to basel .	[ADD(0, None)]	[INSTRUCT_B(ADD(0, None))]	[INSTRUCT_B(ADD(0, None))]
8	7	39	600	1375.691	1378.192	A	says	that's really expensive it's 5 .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	7	39	601	1377.564	1378.240	B	says	yeah .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	7	39	602	1379.181	1380.993	B	says	you've got to make it expensive .	[]	[INSTRUCT_B(ADD(0, None))]	[]
8	7	39	-1	1381.143	1381.143	A	adds	Basel-Zurich (0-2)	[]	[]	[DO_A(ADD(0, 2)), MATCH_A(INSTRUCT_B(ADD(0, None)))]
8	7	39	603	1382.624	1384.676	B	says	and go to neuchatel maybe .	[ADD(7, None)]	[INSTRUCT_B(ADD(7, None))]	[INSTRUCT_B(ADD(7, None))]
8	7	39	604	1385.111	1389.439	A	says	yeah then but what about , oh yeah , and now go to mount interlaken .	[ADD(5, None)]	[INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(5, None))]	[INSTRUCT_A(ADD(5, None))]
8	7	39	605	1385.187	1385.980	B	says	or do something .	[]	[INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(5, None))]	[]
8	7	39	-1	1387.782	1387.782	A	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_A(ADD(0, 7)), MATCH_A(INSTRUCT_B(ADD(7, None)))]
8	7	40	606	1389.927	1391.110	A	says	and then mount bern .	[ADD(3, None)]	[INSTRUCT_A(ADD(3, None))]	[INSTRUCT_A(ADD(3, None))]
8	7	40	-1	1390.240	1390.240	B	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_B(ADD(5, 7)), MISMATCH_B(INSTRUCT_A(ADD(3, None)))]
8	7	40	607	1391.709	1393.611	B	says	but we have to make it more expensive .	[]	[]	[]
8	7	40	608	1395.184	1402.257	B	says	wait if i go to mount, mountreux , will you be able to go from mount interlaken to mount bern ?	[ADD(5, 3)]	[INSTRUCT_B(ADD(5, 3))]	[INSTRUCT_B(ADD(5, 3))]
8	7	40	609	1402.601	1404.399	A	says	wait what to mount where ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	7	40	610	1404.863	1405.237	B	says	here .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	7	40	-1	1404.986	1404.986	B	adds	Interlaken-Montreux (5-6)	[]	[INSTRUCT_B(ADD(5, 3))]	[DO_B(ADD(5, 6)), NONMATCH_B(DO_B(ADD(5, 6)))]
8	7	41	611	1405.896	1407.453	B	says	go to mount bern .	[ADD(3, None)]	[INSTRUCT_B(ADD(3, None))]	[INSTRUCT_B(ADD(3, None))]
8	7	41	-1	1408.832	1408.832	A	adds	Interlaken-Bern (5-3)	[]	[]	[DO_A(ADD(5, 3)), MATCH_A(INSTRUCT_B(ADD(3, None)))]
8	7	41	612	1409.699	1410.762	B	says	and mount luzern .	[ADD(1, None)]	[INSTRUCT_B(ADD(1, None))]	[INSTRUCT_B(ADD(1, None))]
8	7	41	-1	1410.918	1410.918	A	adds	Luzern-Bern (1-3)	[]	[]	[DO_A(ADD(1, 3)), MATCH_A(INSTRUCT_B(ADD(1, None)))]
8	7	42	613	1411.241	1412.395	B	says	i think we got it .	[]	[]	[]
8	7	42	614	1412.619	1413.503	B	says	ready .	[]	[]	[]
8	7	42	615	1413.728	1415.061	A	says	set , go .	[]	[]	[]
8	7	42	616	1414.327	1415.076	B	says	wait , no !	[]	[]	[]
8	7	42	-1	1414.604	1414.604	A	presses	submit (enabled)	[]	[]	[]
8	7	42	617	1415.852	1417.919	A	says	really , waiting for your friend .	[]	[]	[]
8	7	42	-1	1418.474	1418.474	B	presses	submit (enabled)	[]	[]	[]
8	7	42	-1	1418.500	1418.500	T	submits	cost=33 (opt_cost=22)	[]	[]	[]
8	7	42	-1	1419.169	1419.169	R	shows	talking emotion	[]	[]	[]
8	7	42	-1	1419.170	1419.170	R	shows	up_left gesture	[]	[]	[]
8	7	42	-1	1419.350	1419.350	R	says	you are away from the minimum by 11 francs. let's try again.	[]	[]	[]
8	8	42	618	1419.702	1425.315	R	says	you are away from the minimum by 11 francs let's try again	[]	[]	[]
8	8	42	619	1422.967	1424.989	A	says	see it has to be less .	[]	[]	[]
8	8	42	620	1425.633	1426.472	B	says	oh !	[]	[]	[]
8	8	42	621	1426.491	1427.824	A	says	you're away from the minimum	[]	[]	[]
8	8	42	622	1427.539	1429.719	I	says	you have uh two more minutes left .	[]	[]	[]
8	8	42	623	1429.933	1432.120	B	says	we're never gonna do it .	[]	[]	[]
8	8	42	624	1432.270	1437.728	I	says	try to make use of your previous solutions ...	[]	[]	[]
8	8	42	-1	1434.905	1434.905	A	presses	compare (enabled)	[]	[]	[]
8	8	42	625	1436.284	1439.699	B	says	the one we're closest away from was 1 minimum .	[]	[]	[]
8	8	42	626	1441.002	1445.917	I	says	one , okay so just make use of that ...	[]	[]	[]
8	8	42	627	1441.910	1442.464	B	says	yeah .	[]	[]	[]
8	8	42	-1	1442.487	1442.487	A	presses	previous (enabled)	[]	[]	[]
8	8	42	628	1444.299	1445.557	B	says	yeah that's	[]	[]	[]
8	8	42	-1	1445.031	1445.031	A	presses	previous (enabled)	[]	[]	[]
8	8	42	629	1445.879	1448.134	B	says	wait do you have the black board ?	[]	[]	[]
8	8	42	-1	1445.974	1445.974	A	presses	previous (enabled)	[]	[]	[]
8	8	42	-1	1446.613	1446.613	A	presses	previous (enabled)	[]	[]	[]
8	8	42	-1	1447.216	1447.216	A	presses	previous (enabled)	[]	[]	[]
8	8	42	630	1448.823	1449.750	B	says	your's is black ?	[]	[]	[]
8	8	42	631	1449.886	1452.687	B	says	go now go to the i and go to the other side .	[]	[]	[]
8	8	42	-1	1451.164	1451.164	A	presses	previous (enabled)	[]	[]	[]
8	8	42	632	1452.987	1454.065	A	says	i already have it .	[]	[]	[]
8	8	42	633	1454.424	1455.645	A	says	i'm in the black board .	[]	[]	[]
8	8	42	634	1455.825	1457.053	B	says	yeah but go to	[]	[]	[]
8	8	42	635	1456.394	1458.551	A	says	i think we should only spend less .	[]	[]	[]
8	8	42	636	1459.675	1462.551	B	says	our less was the one that was a circle kinda .	[]	[]	[]
8	8	42	637	1462.551	1464.063	A	says	no , it was	[]	[]	[]
8	8	42	638	1465.150	1468.849	A	says	the one that we went from montreux to basel to bern .	[ADD(6, 0), ADD(3, None)]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(3, None))]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(3, None))]
8	8	42	639	1469.478	1473.193	A	says	to , interlaken and then from montreux to zermatt	[ADD(5, 6), ADD(4, None)]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(3, None)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_A(ADD(4, None))]	[INSTRUCT_A(ADD(5, 6)), INSTRUCT_A(ADD(4, None))]
8	8	42	640	1471.913	1476.077	B	says	okay let's do that , so i'm doing neuchatel to basel and to bern .	[ADD(7, 0), ADD(3, None)]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(3, None)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(3, None))]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(3, None))]
8	8	42	-1	1474.691	1474.691	B	adds	Basel-Neuchatel (0-7)	[]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_B(ADD(7, 0))]	[DO_B(ADD(0, 7)), MISMATCH_B(INSTRUCT_A(ADD(4, None)))]
8	8	42	-1	1474.992	1474.992	A	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_B(ADD(7, 0))]	[]
8	8	42	-1	1475.016	1475.016	A	presses	next (enabled)	[]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_B(ADD(7, 0))]	[]
8	8	42	641	1475.044	1476.003	A	says	okay .	[]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_B(ADD(7, 0))]	[]
8	8	42	-1	1475.961	1475.961	A	presses	previous (enabled)	[]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_A(ADD(5, 6)), INSTRUCT_B(ADD(7, 0))]	[]
8	8	42	-1	1475.999	1475.999	B	adds	Basel-Bern (0-3)	[]	[INSTRUCT_A(ADD(6, 0)), INSTRUCT_B(ADD(7, 0))]	[DO_B(ADD(0, 3)), MISMATCH_B(INSTRUCT_A(ADD(5, 6)))]
8	8	43	-1	1478.357	1478.357	B	presses	compare (enabled)	[]	[]	[]
8	8	43	642	1479.141	1480.504	A	says	then it was	[]	[]	[]
8	8	43	-1	1479.440	1479.440	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1479.640	1479.640	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1479.824	1479.824	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1480.023	1480.023	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1480.223	1480.223	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1480.624	1480.624	B	presses	previous (enabled)	[]	[]	[]
8	8	43	643	1481.807	1482.855	A	says	this .	[]	[]	[]
8	8	43	-1	1481.840	1481.840	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1481.926	1481.926	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1482.373	1482.373	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1482.381	1482.381	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1482.876	1482.876	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1482.959	1482.959	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1483.266	1483.266	A	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_A(ADD(6, 7)), NONMATCH_A(DO_A(ADD(6, 7)))]
8	8	43	-1	1483.407	1483.407	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1483.419	1483.419	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1483.923	1483.923	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1483.938	1483.938	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1484.424	1484.424	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1484.436	1484.436	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1484.657	1484.657	B	presses	compare (enabled)	[]	[]	[]
8	8	43	644	1484.922	1485.836	A	says	and then	[]	[]	[]
8	8	43	645	1484.967	1487.274	B	says	what was our most less expensive ?	[]	[]	[]
8	8	43	-1	1485.190	1485.190	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1485.690	1485.690	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1486.107	1486.107	B	presses	previous (enabled)	[]	[]	[]
8	8	43	-1	1486.607	1486.607	B	presses	previous (enabled)	[]	[]	[]
8	8	43	646	1488.295	1490.751	B	says	no we had two that was 25 .	[]	[]	[]
8	8	43	-1	1491.341	1491.341	B	presses	compare (enabled)	[]	[]	[]
8	8	43	-1	1491.356	1491.356	B	presses	next (enabled)	[]	[]	[]
8	8	43	-1	1492.918	1492.918	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5, 6)), NONMATCH_A(DO_A(ADD(5, 6)))]
8	8	44	-1	1497.058	1497.058	B	adds	Zermatt-Interlaken (4-5)	[]	[]	[DO_B(ADD(4, 5)), NONMATCH_B(DO_B(ADD(4, 5)))]
8	8	44	-1	1499.433	1499.433	B	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_B(ADD(1, 4)), NONMATCH_B(DO_B(ADD(1, 4)))]
8	8	45	647	1503.673	1504.519	B	says	zurich maybe ?	[ADD(2, None)]	[INSTRUCT_B(ADD(2, None))]	[INSTRUCT_B(ADD(2, None))]
8	8	45	648	1504.802	1505.895	A	says	no look .	[]	[INSTRUCT_B(ADD(2, None))]	[]
8	8	45	-1	1506.596	1506.596	A	adds	Luzern-Davos (1-9)	[]	[]	[DO_A(ADD(1, 9)), MISMATCH_A(INSTRUCT_B(ADD(2, None)))]
8	8	45	649	1506.872	1507.213	A	says	here .	[]	[]	[]
8	8	45	650	1507.902	1509.145	A	says	and then , here .	[]	[]	[]
8	8	45	651	1509.535	1511.647	A	says	and then and now you go to zurich .	[ADD(2, None)]	[INSTRUCT_A(ADD(2, None))]	[INSTRUCT_A(ADD(2, None))]
8	8	45	-1	1509.743	1509.743	A	adds	Gallen-Davos (8-9)	[]	[INSTRUCT_A(ADD(2, None))]	[DO_A(ADD(8, 9)), NONMATCH_A(DO_A(ADD(8, 9)))]
8	8	46	-1	1511.857	1511.857	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2, 8)), NONMATCH_B(DO_B(ADD(2, 8)))]
8	8	46	-1	1512.768	1512.768	B	adds	Zurich-Bern (2-3)	[]	[]	[DO_B(ADD(2, 3)), NONMATCH_B(DO_B(ADD(2, 3)))]
8	8	47	652	1513.761	1514.410	A	says	yeah .	[]	[]	[]
8	8	47	653	1513.819	1514.388	B	says	submit ?	[]	[]	[]
8	8	47	-1	1515.197	1515.197	A	presses	submit (enabled)	[]	[]	[]
8	8	47	654	1516.005	1516.440	B	says	yes ?	[]	[]	[]
8	8	47	655	1517.294	1518.567	A	says	yeah i already did .	[]	[]	[]
8	8	47	-1	1518.340	1518.340	B	presses	submit (enabled)	[]	[]	[]
